point_type,source,line,object,hit_count,reviewed_exclusion
toggle,chiplet_extension/rtl/soc_die_b_top.sv,53,credit_consumed[3],0,unit_credit_event_upper_bit
toggle,chiplet_extension/rtl/soc_die_b_top.sv,53,credit_consumed[4],0,unit_credit_event_upper_bit
toggle,chiplet_extension/rtl/soc_die_b_top.sv,53,credit_consumed[5],0,unit_credit_event_upper_bit
toggle,chiplet_extension/rtl/soc_die_b_top.sv,53,credit_consumed[6],0,unit_credit_event_upper_bit
toggle,chiplet_extension/rtl/soc_die_b_top.sv,53,credit_consumed[7],0,unit_credit_event_upper_bit
toggle,chiplet_extension/rtl/soc_die_b_top.sv,53,credit_consumed[8],0,unit_credit_event_upper_bit
toggle,chiplet_extension/rtl/soc_die_b_top.sv,53,credit_consumed[9],0,unit_credit_event_upper_bit
toggle,chiplet_extension/rtl/soc_die_b_top.sv,54,credit_return[10],0,unit_credit_event_upper_bit
toggle,chiplet_extension/rtl/soc_die_b_top.sv,54,credit_return[11],0,unit_credit_event_upper_bit
toggle,chiplet_extension/rtl/soc_die_b_top.sv,54,credit_return[12],0,unit_credit_event_upper_bit
toggle,chiplet_extension/rtl/soc_die_b_top.sv,54,credit_return[13],0,unit_credit_event_upper_bit
toggle,chiplet_extension/rtl/soc_die_b_top.sv,54,credit_return[14],0,unit_credit_event_upper_bit
toggle,chiplet_extension/rtl/soc_die_b_top.sv,54,credit_return[15],0,unit_credit_event_upper_bit
toggle,chiplet_extension/rtl/soc_die_b_top.sv,54,credit_return[1],0,unit_credit_event_upper_bit
toggle,chiplet_extension/rtl/soc_die_b_top.sv,54,credit_return[2],0,unit_credit_event_upper_bit
toggle,chiplet_extension/rtl/soc_die_b_top.sv,54,credit_return[3],0,unit_credit_event_upper_bit
toggle,chiplet_extension/rtl/soc_die_b_top.sv,54,credit_return[4],0,unit_credit_event_upper_bit
toggle,chiplet_extension/rtl/soc_die_b_top.sv,54,credit_return[5],0,unit_credit_event_upper_bit
toggle,chiplet_extension/rtl/soc_die_b_top.sv,54,credit_return[6],0,unit_credit_event_upper_bit
toggle,chiplet_extension/rtl/soc_die_b_top.sv,54,credit_return[7],0,unit_credit_event_upper_bit
toggle,chiplet_extension/rtl/soc_die_b_top.sv,54,credit_return[8],0,unit_credit_event_upper_bit
toggle,chiplet_extension/rtl/soc_die_b_top.sv,54,credit_return[9],0,unit_credit_event_upper_bit
